디저트분류	음료분류	메뉴명	칼로리	메뉴소개	메뉴이미지
	1	카라멜 커피 쉐이크	320	카라멜 시럽 들어간 쉐이크	1_calco_sk.png
	1	녹차 쉐이크	222	쌉쌀한 녹차	1_gree_sk.png
	1	밀크티 쉐이크	340	밀크티에 얼음을 곱게 간	1_mite_sk.png
	1	카라멜 쉐이크	300	카라멜과 커피가 어우러진 쉐이크	1_cal_sk.png
	1	하와이안 코코넛 쉐이크	372	코코넛 맛 쉐이크	1_coco_sk.png
	2	레몬 에이드	123	상큼한 레몬 탄산	2_le_ade.png
	2	자몽 에이드	124	쌉쌀한 자몽 탄산	2_gra_ade.png
	2	청포도 에이드	125	달달한 청포도 탄산	2_ggrap_ade.png
	2	망고 에이드	126	달달한 망고 탄산	2_man_ade.png
	2	깔라만시 에이드	127	새콤한 깔리만시 망고 탄산	2_cal_ade.png
	2	복숭아 에이드	128	달달한 복숭아 탄산	2_pea_ade.png
	2	라임모히또 	278	상쾌한 모히또 탄산	2_lamo_ade.png
	2	블루레몬에이드	225	블루큐라소 더한 레몬 탄산	2_blu_ade.png
	2	체리콕	323	체리 탄산에 콜라추가	2_che_ade.png
	2	샤인머스캣 청포도 에이드	300	샤인머스캣청포도 맛 탄산	2_chagrp_ade.png
	2	레몬셔벗 에이드	264	신 레몬	2_lesh_ade.png
	2	녹차레몬 에이드	50	녹차와 상큼한 레몬을 더한 건강메뉴	2_greele_ade.png
	2	메가에이드	292	상큼한 메가 시그니처 에이드	2_mag_ade.png
	2	샹그리아	344	무알콜 샹그리아	2_shan_ade.png
	2	자몽 탄산수	237	자몽 에이드 같은 맛	2_graw_ade.png
	2	깔라만시 탄산수 	265	신맛의 깔라만시	2_calw_ade.png
	2	청포도 탄산수 	285	달달한 청포도와 탄산	2_grap_ade.png
	3	밀크티	232	쌉쌀한데 맛있는 밀크티2	3_mil_mt.png
	3	버블 크림 밀크티	300	크림있는 밀크티	3_bcmil_mt.png
	3	로얄 밀크티	250	홍차의 향긋함과 우유의 고소함이 더해진 음료	3_romi_mt.png
	3	흑당 밀크티	280	홍차에 흑당의 달콤함이 더해진 음료	3_bsmil_mt.png
	3	버블 흑당 밀크티	320	홍차에 흑당의 달콤함이 더해지고 쫄깃한 펄이 들어간 음료	3_bbmil_mt.png
	3	얼그레이 밀크티	200	홍차와 밀크가 부드러운 조화를 이루는 밀크티	3_alg_mt.png
	3	우롱 밀크티	154	우롱차에 밀크가 더해진 우롱 밀크티	3_wiro_mt.png
	3	자스민 밀크티	183	자스민 꽃잎을 함께 우러낸 그린티와 밀크의 조합	3_jas_mt.png
	3	초콜렛 밀크티	249	부드러운 밀크에 녹아든 진한 초코렛을 느낄 수 있는 초콜렛 밀크티	3_comil_mt.png
	3	녹차 밀크티	184	녹차를 사용해 쌉사름한 맛과 달콤한 맛이 어우러진 밀크티	3_gremi_mt.png
	3	피스타치오 밀크티	237	그린티를 넣은 달콤하고 고소한 피스타치오 밀크티	3_pist_mt.png
	4	에스프레소	10	기본 커피	4_esp_caf.png
	4	에스페레소 도피오	15	더블샷 커피	4_espd_caf.png
	4	에스프레소 콘파냐	30	신선한 에스프레소 샷에 풍부한 휘핑크림을 얹은 커피 음료	4_espcon_caf.png
	4	에스프레소 마끼아또	10	신선한 에스프레소 샷에 우유 거품을 살짝 얹은 커피 음료	4_espma_caf.png
	4	아메리카노	10	에스프레소에 물을 더해만든 기본 커피	4_ame_caf.png
	4	바닐라아메리카노	85	바닐라 시럽을 아메리카노에 더한 음료	4_vaam_caf.png
	4	헤이즐넛 아메리카노	80	아메리카노에 헤이즐넛이 들어간 달콤쌉쌀한 커피	4_hazam_caf.png
	4	꿀아메리카노	160	아메리카노에 달콤한 벌꿀이 들어간 음료	4_homam_caf.png
	4	헤이즐넛 라떼	240	카페라떼에 헤이즐넛의 달콤함이 들어간 커피	4_hazlat_caf.png
	4	돌체 라떼	260	달콤한 연유 베이스로 우유와 에스프레소가 들어간 음료	4_dollat_caf.png
	4	티라미수 라떼	400	에스프레소에 티라미수 소스와 크림이 들어간 음료	4_tilat_caf.png
	4	바닐라 라떼	230	바닐라 시럽이 들어가 달달한 음료	4_valat_caf.png
	4	연유라떼	320	에스프레소에 우유, 연유를 넣은 달달한 라떼	4_conf_caf.png
	4	카라멜 마끼아또	245	에스프레소에 달콤한 카라멜을 더한 커피	4_calma_caf.png
	4	카페라떼	175	에스프레소에 스팀 밀크를 추가해 부드럽게 즐기는 커피	4_cafelat_caf.png
	4	카푸치노	145	에스프레소위의 우유 거품, 시나몬 파우더로 완성된 커피	4_cafu_caf.png
	4	콜드브루 라떼	160	콜드브루에 고소한 우유를 넣은 라떼	4_collat_caf.png
	4	콜드브루	10	차가운 물에 천천히 장시간 우려내 깔끔한 커피	4_colb_caf.png
	4	바닐라크림 콜드브루	120	콜드브루에 더해진 바닐라 크림으로 깔끔하면서 달콤한 콜드브루를 즐길 수 있는 음료	4_vacolb_caf.png
	4	아인슈페너	300	아메리카노 위에 우유크림이 들어간 아인슈페너	4_ain_caf.png
	4	민트 모카	355	커피에 민트 초콜릿이 들어간 음료	4_minmo_caf.png
	4	카페모카	380	에스프레소에 초코와 휘핑크림이 들어가 달달한 커피	4_cafmo_caf.png
	4	화이트 초콜릿 모카	345	달콤하고 부드러운 화이트 초콜릿 시럽과 에스프레소를 스팀 밀크와 섞어 휘핑크림으로 마무리한 음료	4_wcomo_caf.png
	4	바닐라 플랫 화이트	220	바닐라 플랫 화이트는 진하고 고소한 리스트레토 샷과 바닐라 시럽 그리고 스팀 밀크로 즐기는 진한 커피 라떼	4_valflw_caf.png
	4	사케라또 아포카토	300	쉐이킹한 에스프레소를 바닐라 아이스크림에 부어 만든 아포카토	4_shaap_caf.png
	4	아포카토	155	아이스크림 들어간 커피	4_aop_caf.png
	5	녹차	2	국내산 녹차	5_gree_tea.png
	5	쌍화차	240	전통 쌍화차	5_ssa_tea.png
	5	생강차	242	쌉싸름한 생강이 들어가 감기에 좋은 생강차	5_gin_tea.png
	5	얼그레이	2	홍차 허브티	5_alg_tea.png
	5	캐모마일	3	캐모마일이 들어간 허브티	5_camo_tea.png
	5	페퍼민트	5	페퍼민트가 들어가 상쾌한 허브티	5_permin_tea.png
	5	복숭아 아이스티	300	달달한 복숭아 과일 티	5_peaic_tea.png
	5	복숭아 차	252	복숭아 향이 가미된 과일티	5_pea_tea.png
	5	사과 유자차	240	애플향이 나는 유자차	5_apci_tea.png
	5	유자차	265	상큼한 유자로 만든 과일 티	5_citr_tea.png
	5	레몬차	275	새콤한 레몬 과일티	5_lemo_tea.png
	5	자몽차	294	달달한 자몽으로 만들어진 과일티	5_gray_tea.png
	5	허니자몽블랙티	300	자몽에 꿀이 들어간 달콤한 과일 티	5_hograb_tea.png
	5	라벤더	204	라벤더 허브티	5_lave_tea.png
	5	뱅쇼	344	무알콜 와인향의 차	5_bang_tea.png
	5	히비스커스 티	321	히비스커스가 들어가 새콤한 티	5_hibi_tea.png
	5	피치오렌지 아이스티	250	시원하 복숭아 아이스티에 상큼한 오렌지 주스가 들어간 음료	5_peaor_tea.png
	5	블랙퍼스트	3	홍차	5_blac_tea.png
	5	유스베리 티	3	황차에 사과, 망고, 파인애플, 히비스커스, 로즈힙 등이 블렌딩되어 핑크빛 컬러가 감도는 음료	5_useb_tea.png
	6	수박 주스	124	수박 생과일 주스	6_wat_jui.png
	6	레드 오렌지 자몽 주스	189	오렌지 생과일 주스	6_oran_jui.png
	6	샤인 머스캣 주스	332	샤인머스켓 과 케일이 들어간 주스	6_shi_jui.png
	6	딸기 주스	331	새콤달콤한  딸기주스	6_str_jui.png
	6	딸기 바나나 주스 	265	딸기와 바나나 가 들어있는 주스	6_strba_jui.png
	6	홍시 주스 	247	단 감 홍시 주스	6_per_jui.png
	6	골드 키위 주스	265	고급 골드 키위 들어간 음료	6_kiw_jui.png
	6	토마토 주스	128	붉은색의 토마토 주스	6_toma_jui.png
	6	자몽 생과일 주스	274	달고 쌉쌀한 자몽 주스	6_gray_jui.png
	6	오렌지 주스	218	생 오렌지 주스	6_orang_jui.png
	6	바나나 주스	275	달달한 바나나 주스	6_bana_jui.png
	6	청포도 주스	299	아주 달은 청포도 주스	6_grap_jui.png
	7	디카페인 에스프레소	8	카페인 없는 기본 커피	7_desp_dcaf.png
	7	디카페인 아포카토	102	카페인 없는 커피에 아이스크림이 들어있는 커피	7_dapo_dcaf.png
	7	에스프레소 피에노	33	코코아 파우더와 크림있는 에스프레소	7_desppie_dcaf.png
	7	디카페인 아메리카노	10	카페인 없는 원두를 사용해 만든 아메리카노	7_dcm_dcaf.png
	7	디카페인 헤이즐넛 아메리카노	20	고소하고 단 아메리카노	7_dhaz_dcaf.png
	7	디카페인 바닐라 아메리카노	32	아메리카노에 바닐라 시럽 추가	7_dvani_dcaf.png
	7	디카페인 카페 라떼	18	우유거품이 들어간 커피	7_dcafla_dcaf.png
	7	디카페인 바닐라 라떼	25	바닐라 향 라떼	7_dvanula_dcaf.png
	7	디카페인 연유 라떼	25	달달한 연유 시럽이 들어가고 크림이 들어간 커피	7_dcond_dcaf.png
	7	디카페인 카푸치노	24	우유 크림이 라떼보다 많이 들어간 커피	7_dcafu_dcaf.png
	7	디카페인 카라멜마끼아또	40	카라멜 시럽이 들어간 커피	7_dcalma_dcaf.png
	7	디카페인 화이트 비엔나	260	달달한 크림 커피	7_dwvie_dcaf.png
	7	디카페인 콜드브루	10	카페인 없는 원두로 장시간 찬물로 내린 음료	7_dcolb_dcaf.png
	8	미숫가루	312	한끼 식사 대용	8_mixb_etc.png
	8	곡물 라떼	239	곡물로 만들어져 건강하고 포만감 주어 한끼 식사 대용으로 알맞은 음료	8_gra_etc.png
	8	달고나 라떼	286	달고나와 우유가 맛있는 음료	8_dalgo_etc.png
	8	흑당 라떼	233	흑당이 있는 음료	8_bsula_etc.png
	8	버블 흑당 라떼	308	흑당에 쫄깃한 버블이 있는 음료	8_bbsula_etc.png
	8	초콜릿	376	진한 모카시럽과 부드러운 우유가 있는 음료	8_choco_etc.png
	8	핫 초코	374	달달한 코코아 파우더와 들어가 달콤한 초코 음료	8_hco_etc.png
	8	초코라떼	485	코코라 파우더에 스팀밀크가 들어간 음료	8_colat_etc.png
	8	민트 초콜릿	342	인기 많은 민트 초콜릿 파우더가 들어가 상큼 달달한 음료	8_minco_etc.png
	8	녹차 라떼	191	녹차에 우유가 더해진 음료	8_greelat_etc.png
	8	토피넛 라떼	255	견과류가 많이 들어가 고소한 음료	8_toff_etc.png
	8	고구마 라떼	344	호박고구마를 활용한 음료	8_swpolat_etc.png
	8	딸기 라떼	217	딸기의 식감이 좋은 딸기 라떼	8_strlat_etc.png
	8	밀크티 라떼	200	홍차에 우유 크림이 첨가된 음료	8_milla_etc.png
