52		2	녹차레몬 에이드	50	녹차와 상큼한 레몬을 더한 건강메뉴
53		2	메가에이드	292	상큼한 메가 시그니처 에이드
54		2	샹그리아	344	무알콜 샹그리아
55		2	자몽 탄산수	237	자몽 에이드 같은 맛
56		2	깔라만시 탄산수 	265	신맛의 깔라만시
57		2	청포도 탄산수 	285	달달한 청포도와 탄산
58		3	밀크티	232	쌉쌀한데 맛있는 밀크티2
59		3	버블 크림 밀크티	300	크림있는 밀크티
60		3	로얄 밀크티	250	홍차의 향긋함과 우유의 고소함이 더해진 음료
61		3	흑당 밀크티	280	홍차에 흑당의 달콤함이 더해진 음료
62		3	버블 흑당 밀크티	320	홍차에 흑당의 달콤함이 더해지고 쫄깃한 펄이 들어간 음료
63		3	얼그레이 밀크티	200	홍차와 밀크가 부드러운 조화를 이루는 밀크티
64		3	우롱 밀크티	154	우롱차에 밀크가 더해진 우롱 밀크티
65		3	자스민 밀크티	183	자스민 꽃잎을 함께 우러낸 그린티와 밀크의 조합
66		3	초콜렛 밀크티	249	부드러운 밀크에 녹아든 진한 초코렛을 느낄 수 있는 초콜렛 밀크티
67		3	녹차 밀크티	184	녹차를 사용해 쌉사름한 맛과 달콤한 맛이 어우러진 밀크티
68		3	피스타치오 밀크티	237	그린티를 넣은 달콤하고 고소한 피스타치오 밀크티
69		4	에스프레소	10	기본 커피
70		4	에스페레소 도피오	15	더블샷 커피
71		4	에스프레소 콘파냐	30	신선한 에스프레소 샷에 풍부한 휘핑크림을 얹은 커피 음료
72		4	에스프레소 마끼아또	10	신선한 에스프레소 샷에 우유 거품을 살짝 얹은 커피 음료
73		4	아메리카노	10	에스프레소에 물을 더해만든 기본 커피
74		4	바닐라아메리카노	85	바닐라 시럽을 아메리카노에 더한 음료
75		4	헤이즐넛 아메리카노	80	아메리카노에 헤이즐넛이 들어간 달콤쌉쌀한 커피
76		4	꿀아메리카노	160	아메리카노에 달콤한 벌꿀이 들어간 음료
77		4	헤이즐넛 라떼	240	카페라떼에 헤이즐넛의 달콤함이 들어간 커피
78		4	돌체 라떼	260	달콤한 연유 베이스로 우유와 에스프레소가 들어간 음료
79		4	티라미수 라떼	400	에스프레소에 티라미수 소스와 크림이 들어간 음료
80		4	바닐라 라떼	230	바닐라 시럽이 들어가 달달한 음료
81		4	연유라떼	320	에스프레소에 우유, 연유를 넣은 달달한 라떼
82		4	카라멜 마끼아또	245	에스프레소에 달콤한 카라멜을 더한 커피
83		4	카페라떼	175	에스프레소에 스팀 밀크를 추가해 부드럽게 즐기는 커피
84		4	카라멜 마끼아또	245	에스프레소에 달콤한 카라멜을 더한 커피
85		4	카푸치노	145	에스프레소위의 우유 거품, 시나몬 파우더로 완성된 커피
86		4	콜드브루 라떼	160	콜드브루에 고소한 우유를 넣은 라떼
87		4	콜드브루	10	차가운 물에 천천히 장시간 우려내 깔끔한 커피
88		4	바닐라크림 콜드브루	120	콜드브루에 더해진 바닐라 크림으로 깔끔하면서 달콤한 콜드브루를 즐길 수 있는 음료
89		4	아인슈페너	300	아메리카노 위에 우유크림이 들어간 아인슈페너
90		4	민트 모카	355	커피에 민트 초콜릿이 들어간 음료
91		4	카페모카	380	에스프레소에 초코와 휘핑크림이 들어가 달달한 커피
92		4	화이트 초콜릿 모카	345	달콤하고 부드러운 화이트 초콜릿 시럽과 에스프레소를 스팀 밀크와 섞어 휘핑크림으로 마무리한 음료
93		4	바닐라 플랫 화이트	220	바닐라 플랫 화이트는 진하고 고소한 리스트레토 샷과 바닐라 시럽 그리고 스팀 밀크로 즐기는 진한 커피 라떼
94		4	사케라또 아포카토	300	쉐이킹한 에스프레소를 바닐라 아이스크림에 부어 만든 아포카토
95		4	아포카토	155	아이스크림 들어간 커피
96		5	녹차	2	국내산 녹차
97		5	쌍화차	240	전통 쌍화차
98		5	생강차	242	쌉싸름한 생강이 들어가 감기에 좋은 생강차
99		5	얼그레이	2	홍차 허브티
100		5	캐모마일	3	캐모마일이 들어간 허브티
101		5	페퍼민트	5	페퍼민트가 들어가 상쾌한 허브티
102		5	복숭아 아이스티	300	달달한 복숭아 과일 티
103		5	복숭아 차	252	복숭아 향이 가미된 과일티
104		5	사과 유자차	240	애플향이 나는 유자차
105		5	유자차	265	상큼한 유자로 만든 과일 티
106		5	레몬차	275	새콤한 레몬 과일티
107		5	자몽차	294	달달한 자몽으로 만들어진 과일티
108		5	허니자몽블랙티	300	자몽에 꿀이 들어간 달콤한 과일 티
109		5	라벤더	204	라벤더 허브티
110		5	뱅쇼	344	무알콜 와인향의 차
111		5	히비스커스 티	321	히비스커스가 들어가 새콤한 티
112		5	피치오렌지 아이스티	250	시원하 복숭아 아이스티에 상큼한 오렌지 주스가 들어간 음료
113		5	블랙퍼스트	3	홍차
114		5	유스베리 티	3	황차에 사과, 망고, 파인애플, 히비스커스, 로즈힙 등이 블렌딩되어 핑크빛 컬러가 감도는 음료
115		6	수박 주스	124	수박 생과일 주스
116		6	레드 오렌지 자몽 주스	189	오렌지 생과일 주스
117		6	샤인 머스캣 주스	332	샤인머스켓 과 케일이 들어간 주스
118		6	딸기 주스	331	새콤달콤한  딸기주스
119		6	딸기 바나나 주스 	265	딸기와 바나나 가 들어있는 주스
120		6	홍시 주스 	247	단 감 홍시 주스
121		6	골드 키위 주스	265	고급 골드 키위 들어간 음료
122		6	토마토 주스	128	붉은색의 토마토 주스
123		6	자몽 생과일 주스	274	달고 쌉쌀한 자몽 주스
124		6	오렌지 주스	218	생 오렌지 주스
125		6	바나나 주스	275	달달한 바나나 주스
126		6	청포도 주스	299	아주 달은 청포도 주스
127		7	디카페인 에스프레소	8	카페인 없는 기본 커피
128		7	디카페인 아포카토	102	카페인 없는 커피에 아이스크림이 들어있는 커피
129		7	에스프레소 피에노	33	코코아 파우더와 크림있는 에스프레소
130		7	디카페인 아메리카노	10	카페인 없는 원두를 사용해 만든 아메리카노
131		7	디카페인 헤이즐넛 아메리카노	20	고소하고 단 아메리카노
132		7	디카페인 바닐라 아메리카노	32	아메리카노에 바닐라 시럽 추가
133		7	디카페인 카페 라떼	18	우유거품이 들어간 커피
134		7	디카페인 바닐라 라떼	25	바닐라 향 라떼
135		7	디카페인 연유 라떼	25	달달한 연유 시럽이 들어가고 크림이 들어간 커피
136		7	디카페인 카푸치노	24	우유 크림이 라떼보다 많이 들어간 커피
137		7	디카페인 카라멜마끼아또	40	카라멜 시럽이 들어간 커피
138		7	디카페인 화이트 비엔나	260	달달한 크림 커피
139		7	디카페인 콜드브루	10	카페인 없는 원두로 장시간 찬물로 내린 음료
140		8	미숫가루	312	한끼 식사 대용
141		8	곡물 라떼	239	곡물로 만들어져 건강하고 포만감 주어 한끼 식사 대용으로 알맞은 음료
142		8	달고나 라떼	286	달고나와 우유가 맛있는 음료
143		8	흑당 라떼	233	흑당이 있는 음료
144		8	버블 흑당 라떼	308	흑당에 쫄깃한 버블이 있는 음료
145		8	초콜릿	376	진한 모카시럽과 부드러운 우유가 있는 음료
146		8	핫 초코	374	달달한 코코아 파우더와 들어가 달콤한 초코 음료
147		8	초코라떼	485	코코라 파우더에 스팀밀크가 들어간 음료
148		8	민트 초콜릿	342	인기 많은 민트 초콜릿 파우더가 들어가 상큼 달달한 음료
149		8	녹차 라떼	191	녹차에 우유가 더해진 음료
150		8	토피넛 라떼	255	견과류가 많이 들어가 고소한 음료
151		8	고구마 라떼	344	호박고구마를 활용한 음료
152		8	딸기 라떼	217	딸기의 식감이 좋은 딸기 라떼
153		8	밀크티 라떼	200	홍차에 우유 크림이 첨가된 음료
154	0		호두빵	250	고소한 호두의 풍미가 느껴지는 호두빵
155	0		초코빵	250	달콤한 초코와 빵의 만남
156	0		단팥빵	250	옛날 맛 그대로! 추억의 단팥빵
157	0		생크림빵	250	부드러운 생크림이 느껴지는 생크림빵
158	0		크림빵	250	언제나 먹어도 맛있는 크림빵
159	0		피자빵	250	한끼 식사 대용으로 안성맞춤인 피자빵
160	0		치즈빵	250	단짠단짠의 최고봉 치즈빵
161	0		감자빵	250	포슬포슬 감자가 들어있는 감자빵
162	0		소보로빵	250	달달 고소 바삭, 소보로빵
163	0		말차빵	250	쌉싸름하지만 달콤한 말차빵
164	0		팡도르	350	맛도 비주얼도 아주 맛있는 팡도르
165	0		만쥬	150	달콤한 앙금이 들어있는 만쥬
166	0		고구마빵	150	달달한 고구마가 들어있는 고구마빵
167	0		땅콩빵	350	고소함에 계속 손이 가는 땅콩 빵
168	0		크루아상	150	달콤한 크루아상
169	0		찹쌀빵	150	쫀득쫀득한 찹쌀에 달콤한 팥이 들어있는 찹쌀빵
170	0		옥수수빵	150	옥수수 알갱이의 식감이 느껴지는 옥수수빵
171	0		소시지빵	350	탱글탱글 소시지와 담백함이 만난 소시지빵
172	0		식빵	350	누구가 부담없이 즐길 수 있는 식빵
173	0		소금빵	200	버터의 고소한 풍미를 짭짤한 소금을 통해 강조한 빵
174	1		커스터드푸딩	300	오리지널, 커스터드 푸딩
175	1		밀크푸딩	300	담백한 부드러움, 밀크푸딩
176	1		바나나푸딩	300	달콤한 그 맛! 바나나푸딩
177	1		초코푸딩	300	남녀노소 사랑하는 달달한 초코푸딩
178	1		딸기푸딩	300	새콤하지만 부드럽고 싶어! 딸기푸딩
179	1		녹차푸딩	300	달콤쌉쌀!환상의 밸런스, 녹차푸딩
180	1		커피푸딩	300	커피의 풍미가 한가득, 커피푸딩
181	1		옥수수푸딩	300	부담스럽지 않게 달콤한 옥수수 푸딩
182	1		말차푸딩	300	말차맛이 그대로! 부드러운 말차푸딩
183	1		얼그레이푸딩	300	달지만 않아서 좋은 얼그레이푸딩
184	1		당근푸딩	300	건강도 챙길 수 있는 당근 푸딩
185	1		망고푸딩	300	이국적인 맛을 느낄 수 있는 망고푸딩
186	1		땅콩푸딩	300	담백고소 땅콩 푸딩
187	1		오트푸딩	300	한끼식사를 가볍게 하고 싶을 때, 오트푸딩
188	1		치즈푸딩	300	말랑말랑 쫀득쫀득 치즈푸딩
189	1		복숭아푸딩	300	여름의 맛이 담긴 복숭아 푸딩
190	1		포도푸딩	300	상큼한 포도가 들어간 포도푸딩
191	1		멜론푸딩	300	부드럽게 달콤한 멜론 푸딩
192	1		모카푸딩	300	달달함과 풍미를 모두 담은 모카푸딩
193	1		크림푸딩	300	부드러운 크림푸딩
194	2		당근케이크	500	건강간식으로 좋은 당근케이크
195	2		초코케이크	400	남녀노소 사랑하는 달달한 초코케이크
196	2		레드벨벳케이크	500	고소한 치즈와 부드러운 빵을 함께 먹을 수 있는 레드벨벳케이크
197	2		생크림케이크	400	부드러운 생크림이 느껴지는 생크림케이크
198	2		생딸기케이크	500	새콤달콤 생딸기케이크
199	2		초코딸기케이크	400	맛있는 초코딸기케이크
200	2		티라미수케이크	500	크림과 어울리는 커피의 맛, 티라미수케이크
201	2		녹차케이크	400	달콤한 음료와 어울리는 녹차케이크
202	2		치즈케이크	500	입안에서 사르르 녹는 치즈케이크
203	2		고구마케이크	400	달달하고 부드러운 고구마케이크
204	2		카라멜케이크	500	쫀쫀한 달콤한이 느껴지는 카라멜케이크
205	2		커스타드케이크	400	기본기에 충실한 달콤함, 커스타드 케이크
206	2		순우유케이크	500	담백하고 달콤한 순우유 케이크
207	2		블루베리케이크	400	새콤달콤 블루베리케이크
208	2		아몬드케이크	500	고소한 아몬드케이크
209	2		바스크치즈케이크	400	맛있는 바스크치즈케이크
210	2		딸기크림케이크	500	부드럽고 새콤달콤한 딸기크림케이크
211	2		화이트초코케이크	400	맛있고 달콤한 화이트 초코케이크
212	2		모카케이크	500	깊은 풍미가 느껴지는 모카케이크
213	2		요거트케이크	400	새콤달콤한 요거트케이크
214	3		크림파이	650	부드러운 크림파이
215	3		딸기파이	650	새콤한 딸기파이
216	3		초코파이	650	달콤한 초코파이
217	3		애플파이	650	아이간식으로 안성맞춤인 애플파이
218	3		바나나파이	650	부드럽게 달콤한 바나나파이
219	3		청포도파이	650	새콤하고 달콤한 청포도 파이
220	3		생크림파이	650	부드러움이 그대로 담긴 생크림파이
221	3		호두파이	650	고소함이 배로 느껴지는 호두파이
222	3		피칸파이	650	달콤한 피칸파이
223	3		치즈파이	650	부드럽고 달콤한 치즈파이
224	3		크림치즈파이	650	새로움을 맛보고 싶다면, 크림치즈파이
225	3		블루베리파이	650	남녀노소 좋아하는 블루베리파이
226	3		티라미수파이	650	부담스럽지 않게 달콤한 티라미수파이
227	3		펌킨파이	650	건강하게 달달하게 펌킨파이
228	3		라임파이	650	새콤하게 달달하게 라임파이
229	3		얼그레이파이	650	얼그레이의 맛을 느낄 수 있는 얼그레이파이
230	3		허니파이	650	달콤한 허니파이
231	3		화이트초코파이	650	화이트초코를 그대로 느낄 수 있는 화이트초코파이
232	3		소보로파이	650	바삭 고소 소보로파이
233	3		에그파이	650	담백하고 맛있는 에그파이
234	4		초코아이스크림	150	달콤한 초코아이스크림
235	4		딸기아이스크림	150	새콤한 딸기아이스크림
236	4		바닐라아이스크림	150	부드러운 바닐라 아이스크림
237	4		쿠앤크아이스크림	150	쿠키도 맛있는 쿠앤크 아이스크림
238	4		메론아이스크림	150	새롭게 맛있는 메론 아이스크림
239	4		말차아이스크림	150	말차가 녹아있는 아이스크림
240	4		모히또아이스크림	150	시원하게 맛있는 모히또아이스크림
241	4		얼그레이아이스크림	150	얼그레이의 맛을 느낄 수 있는 얼그레이아이스크림
242	4		포도아이스크림	150	상큼한 포도아이스크림
243	4		민트초코아이스크림	150	색다른 맛의 민트초코아이스크림
244	4		초코볼아이스크림	150	오독오독 맛있는 초코볼 아이스크림
245	4		레인보우아이스크림	150	눈도 입도 즐거운 레인보우 아이스크림
246	4		피칸아이스크림	150	고소함을 그대로, 피칸아이스크림
247	4		피스타치오아이스크림	150	일상에서 벗어나고 싶다면, 피스타치오아이스크림
248	4		쌀아이스크림	150	부드럽게 달콤한 쌀 아이스크림
249	4		누텔라아이스크림	150	달달함이 두배로, 누텔라 아이스크림
250	4		카라멜아이스크림	150	쫀쫀하게 달달한 카라멜 아이스크림
251	4		팥아이스크림	150	옛날 그 단 맛, 팥아이스크림
252	4		체리아이스크림	150	체리의 맛이 느껴지는 체리아이스크림
253	4		레몬아이스크림	150	입안에서 사르르 녹는 레몬아이스크림
254	5		밀크초콜릿	150	부드러운 밀크초콜릿
255	5		솔트초콜릿	150	단짠단짠의 정석 솔트초콜릿
256	5		딸기초콜릿	150	딸기가 들어있는 딸기초콜릿
257	5		다크초콜릿	150	부담스럽지 않게 다크 초콜릿
258	5		피넛초콜릿	150	씹히는 맛이 있는 피넛 초콜릿
259	5		요거트초콜릿	150	새콤하게 달콤하게 요거트 초콜릿
260	5		라즈베리초콜릿	150	진한 맛의 라즈베리 초콜릿
261	5		바나나초콜릿	150	부드럽게 달콤한 바나나초콜릿
262	5		체리초콜릿	150	체리의 맛이 느껴지는 체리초콜릿
263	5		얼그레이초콜릿	150	질리지 않는 맛의 얼그레이 초콜릿
264	5		화이트초콜릿	150	달콤한 화이트초콜릿
265	5		커피초콜릿	150	달달한 커피의 맛, 커피 초콜릿
266	5		블루베리초콜릿	150	새콤달콤 블루베리 초콜릿
267	5		한라봉초콜릿	150	귤보다 더 상큼한 한라봉 초콜릿
268	5		쿠앤크초콜릿	150	쿠키도 맛있는 쿠앤크초콜릿
269	5		호두초콜릿	150	고소한 호두초콜릿
270	5		아몬드초콜릿	150	오독오독 맛있는 아몬드초콜릿
271	5		트러플초콜릿	150	고급지게 달콤한 트러플초콜릿
272	5		생초콜릿	150	쫀득쫀득 생초콜릿
273	5		허니밀크초콜릿	150	달콤하게 담백한 허니밀크초콜릿
274	6		초코쿠키	450	달콤한 초코가 가득 들어있는 초코쿠키
275	6		딸기쿠키	450	새콤달콤 딸기쿠키
276	6		녹차쿠키	450	부담스럽지 않게 달콤한 녹차쿠키
277	6		레드벨벳쿠키	450	크림치즈와 환상궁합! 레드벨벳쿠키
278	6		솔트카라멜쿠키	450	단짠단짠 질리지않는 솔트카라멜 쿠키
279	6		치즈쿠키	450	부드럽고 맛있는 치즈쿠키
280	6		화이트초코쿠키	450	달콤한 화이트초코쿠키
281	6		아몬드쿠키	450	고소하고 달콤한 아몬드쿠키
282	6		코코넛쿠키	450	이색적인 맛, 코코넛이 들어있는 쿠키
283	6		더블초코쿠키	450	달콤하게 맛있는 더블초코쿠기
284	6		퍼지쿠키	450	쫀득하게 달콤한 퍼지쿠키
285	6		크렌베리쿠키	450	부담스럽지않게 달콤한 크렌베리쿠키
286	6		피넛버터쿠키	450	고소하고 부드러운 피넛버터쿠키
287	6		오트밀쿠키	450	오트밀이 통으로 들어있는 오트밀쿠키
288	6		마카다미아쿠키	450	누구나 즐길 수 있는 마카다미아쿠키
289	6		검은깨쿠키	450	고소하고 건강한 검은깨쿠키
290	6		단호박쿠키	450	건강간식으로 좋은 단호박쿠키
291	6		콘사브레쿠키	450	옥수수맛이 느껴지는 부드러운 콘사브레쿠키
292	6		딸기타르트쿠키	450	새콤달콤한 딸기타르트쿠키
293	6		커피아몬드쿠키	450	깊은 커피와 고속한 아몬드맛이 느껴지는 커피아몬드쿠키
