372	마이크로로스터즈
373	카페브루빈
374	띵크커피
375	크로플다일
376	오제뉴어리
377	LQL터쿼이즈
378	카페야
379	배터리커피
380	달구나 까페
381	장미카페
382	야한다방
383	쿼피집
384	듀코비라운지
385	브루원츠
386	챔스빈커피
387	키로커피
388	파운드커피
389	사우스폴
390	커피코트
391	캠퍼스커피
392	슈퍼브커피로스터스
393	샬로우커피
394	ESPL COFFEE
395	고아트커피
396	카페달달
397	T.SCHOOL
398	헤이키 커피
399	매크로커피
400	카페여기
401	카페텅
402	STORANT
403	예뻐지는커피
404	8PRESSO
405	카페데크21
406	쿠쿠라바
407	카페수르
408	사운드빈
409	윌스토리
410	테라커피
411	애리스커피스탠드
412	그레이팬더
413	카페칼라풀
414	카페엠티디
415	가배원COFFEE
416	카페바이피플
417	파리공방
418	이태리다방
419	카페콘페스타
420	비에이블스터디카페
421	가보자#
422	루즈폴
423	캔다방
424	오우야에스프레소바
425	굿럭커피
426	비맨션커피&토스트
427	베타테일
428	요거트바이피플
429	요거트판다
430	플레이버드
431	플레이맘 인력사무소카페
432	커피춘삼월
433	썬즈오렌지커피
434	캣츠핸즈커피
435	카페로코코
436	정브라더카페
437	옵테인
438	영커피
439	카페월킨
440	아재커피
441	동백다방
442	로보시타
443	이수페
444	단청커피
445	한선생커피
446	caffe-Potluck
447	카페치미
448	히코코
449	오프커피
450	뉴팜커피
451	비결카페
452	카페에이지이디
453	광부커피
454	머그디저트랩
455	고더커피
456	메이플레져
457	커피다운
458	바리스케이
459	열혈카페
460	버블엔젤
461	핸델앤그레텔
462	티모르 커피
463	릴렉스라운지
464	드립드랍
465	아이커피
466	카페암브레
467	킹스더킹
468	그린힐 커피
469	브루미니
470	펀구공카페
471	더리치스카페
472	타래커피1998
473	디커피
474	베베아뜰
475	카페빈스킹
476	카페0.9
477	와우커피
478	뉴플레이스커피
479	언더커피
480	해리스카페
481	빵오드
482	부릉카페
483	명륜커피
484	라비올레뜨
485	사운즈커피
486	디오니 카페
487	커피는
488	커피 로드뷰
489	GREENY DAY
490	스윗디저트카페루시카토
491	라포미
492	리스아라비카
493	밸라다
494	원퍼밀커피
495	여기Cafe
496	빅몬스터
497	아토커피
498	씨이오커피
499	로켓커피
500	힐스커피
501	씨이오카페인
502	만월당
503	차뜨라므
504	우리동네라운지
505	대한커피
506	라미떼
507	백억커피
508	애니커피하우스
509	베콩
510	커피아트
511	코링
512	파라노이드
513	디디디알 캔&보틀커피
514	미니빈커피
515	프레쉬앤리프레쉬
516	45초 커피
517	라고바움
518	카페 인기가요
519	지구별관
520	카페홈즈
521	라우스터프
522	언노운 커피&베이커리
523	Mr.toast
524	꾸브라빈
525	이든스도넛
526	Cellpinda
527	일맥커피
528	TESTER COFFEE
529	듀코비커피
530	플리커피
531	카페소프트
532	범퍼커피
533	블랙오아시스
534	키브
535	제로당
536	잇.
537	서초동 에스프레소
538	청담 커피
539	에이햅
540	에이프리카페
541	에이썸
542	커피슈퍼
543	카페이저
544	달쯔
545	이스팀
546	그린머그
547	카페 베리타스
548	카페에버그린
549	caf? ttoara
550	제일구락부
551	잇지커피
552	한글153
553	커피나인
554	카페베르냐노 1882
555	깡통다방
556	카페맥피일
557	드링드링
558	메타킹 커피
559	카페드그린
560	손수
561	존잘커피
562	감성카페
563	운커피
564	무릉
565	무인상점24
566	비바리움 파크 카페
567	커피문방구
568	OSOA
569	역세권
570	히스피
571	차일드큐브
572	CAFE ONRY
573	바다마라나타 베이커리&커피
574	카페발리361
575	카페 낮앤달
576	생활커피
577	pindle
578	allcha
579	킥애스
580	아델라7
581	푸링
582	워크스테이션
583	클로버 커피
584	히어유고
585	비알레티
586	언빌리버블
587	시선
588	REPLICA COFFEE
589	빅스버
590	1L 커피특별시
591	카페임당
592	카페락온
593	흑운당
594	태미원
595	C.&tree coffee
596	루이스해밀턴커피
597	카페알앤비
598	카페코드
599	그릭박스
600	빅딜
601	자이콥21
602	아이빅쓰리커피앤드케이스
603	썬샤인1500
604	카페에뜨
605	달이다
606	유로스커피 로스터스
607	우주곰커피
608	오투스커피
609	히든오아시스
610	어니스트
611	커피식구
612	에쏘피리언스
613	땡큐베리머치
614	프레시턴트
615	카페아이엔지
616	조선다방
617	어반그레이
618	바리스텔라
619	다이브에스프레소클럽
620	커피랑베어랑
621	심풀
622	실버라운지
623	내림
624	템포커피
625	바나타이거
626	NiceCaffeinClub
627	청담커피
628	바나프레소
629	까사부사노
630	더착한커피
631	콩하우스
632	에그필카페
633	더피터커피
634	어랏커피투고
635	커피닷컴
636	폴프랭크카페
637	카페에이.아이
638	스피드커피
639	슬럿커피
640	프리슈커피
641	커피크리머
642	제주 제이제이씨 커피
643	붕어네, 커피
644	엔젤비스켓
645	익스브루
646	올디스커피
647	키쿠키앤커피
648	무모한 커피
649	에스이커피
650	리무소커피
651	오티타
652	카페핑크뮬리
653	바리스타미스김
654	더플롯커피
655	딜리커피
656	커피시장
657	고팥슈
658	새콩커피
659	오늘도뚠뚠
660	유디저브&발아커피
661	따브루커피
662	오페라빈 에스프레소바
663	광화문커피
664	아티클
665	카페메르쎄시
666	오하오
667	메일빈24
668	맘스츄러스
669	카페인사계
670	더달썸 스터디카페
671	씨티야
672	무니
673	보스턴커피
674	아키라요이
675	코타커피
676	디다인
677	사이시옷커피
678	차차커피코
679	필아웃커피
680	그로우먼트
681	보미푸드
682	콜프로스터스
683	No Back
684	109커피
685	퐁커피
686	도케비커피
687	켑트커피
688	스템 커피
689	퐁치커피익스프레스
690	와플스튜디오
691	디에스랩
692	소미담
693	블루포트
694	오우가
695	워크업커피
696	카페 길우
697	콩카페
698	피에스씨
699	벨렘351
700	크로플덕
701	켄커피
702	ARIA
703	더크림
704	카페,달조리법
705	지니프레쉬
706	A LOT TO GO
707	그라츠커피랩
708	올데이다방
709	모닝커피
710	플랜티
711	맛있는커피
712	DARA DARA
713	AWTA 에스프레소 바
714	묵리459
715	카페드30W
716	식물학
717	커피라빈트
718	카페올데이
719	올데이커피
720	Cafe109
721	커피슈타인
722	ANOTHERCOFFEE
723	몬트커피
724	COFFEE PUCK
725	루메
726	커피머피
727	오프로스터리
728	커피달램
729	옐로우팜
730	카페요아정
731	TOBBYS
732	씨이오로스팅
733	씨이오다방
734	카페아에
735	감프커피
736	만족커피
737	륀에이치
738	브레스코
739	+82 coffee
740	샐러리아
741	인재 36.5도 까페
742	식빵언니
743	보버라운지
744	커피공감
745	TOGETHER COFFEE
746	비에스카페
747	여유한잔
748	빡벳
749	카페 빙코리아
750	헬리빈커피
751	갓쓴커피
752	추억만들기
753	올더타임
754	카페코스모
755	스텝에스프레소
756	무인커피숍
757	화채업자
758	이우커피
759	아띠블라썸
760	올댓커피
761	카페씨이오
762	베라오커피
763	명동예술관커피
764	더노벰버 라운지
765	카페온화
766	은행나무 그늘아래
767	우밀타
768	프루츠모닝
769	룩앳더 바리스타
770	MONTEBI SEOUL
771	화 커피
772	일월일일 커피하우스
773	카페 콘크리트
774	마지막커피
775	라바게트
776	태산커피
777	칸토
778	엠비치오넴
779	주식커피
780	오들리샷
781	카페인풀
782	메가MGC커피
783	파리크라상
784	파리바게뜨
785	커피빈
