menu_id	ice_t_id	menu_t_id	stor_m_price	stor_m_name	stor_m_cal	stor_m_info	stor_m_img
50	1	0	2700	헤이즐넛 아메리카노	82	아메리카노에 헤이즐넛의 풍성한 향과 달콤함을 담아 향긋하고 부드럽게 즐기는 커피.	m_hazame_caf.png
50	0	0	2700	헤이즐넛 아메리카노	113	아메리카노에 헤이즐넛의 풍성한 향과 달콤함을 담아 향긋하고 부드럽게 즐기는 커피.	m_ihazame_caf.png
49	1	0	2700	바닐라 아메리카노	84	아메리카노에 바닐라의 부드러운 향과 달콤함을 조화롭게 담아낸 커피.	m_vaname_caf.png
49	0	0	2700	바닐라 아메리카노	121	아메리카노에 바닐라의 부드러운 향과 달콤함을 조화롭게 담아낸 커피.	m_ivaname_caf.png
54	1	0	2800	티라미수 라떼	419	에스프레소와 티라미수 소스 & 우유 그리고 풍미를 더해주는 달달한 크림까지 곁들여 완성한 티라미수 라떼.	m_tiralat_caf.png
54	0	0	2800	티라미수 라떼	400	에스프레소와 티라미수 소스 & 우유 그리고 풍미를 더해주는 달달한 크림까지 곁들여 완성한 티라미수 라떼.	m_itiralat_caf.png
58	1	0	2900	카페 라떼	175	진한 에스프레소와 부드러운 우유가 어우러져 고소한 풍미를 완성한 라떼.	m_caflat_caf.png
58	0	0	2900	카페 라떼	145	진한 에스프레소와 부드러운 우유가 어우러져 고소한 풍미를 완성한 라떼.	m_icaflat_caf.png
55	1	0	3400	바닐라 라떼	231	바닐라의 짙은 향과 풍부한 폼 밀크의 조화가 인상적인 달콤한 라떼.	m_vanlat_caf.png
55	0	0	3400	바닐라 라떼	244	바닐라의 짙은 향과 풍부한 폼 밀크의 조화가 인상적인 달콤한 라떼.	m_ivanlat_caf.png
52	1	0	3400	헤이즐넛 라떼	240	부드러운 카페라떼에 헤이즐넛의 풍부한 향과 달콤함을 담아 향긋하게 즐길 수 있는 라떼.	m_hazlat_caf.png
52	0	0	3400	헤이즐넛 라떼	237	부드러운 카페라떼에 헤이즐넛의 풍부한 향과 달콤함을 담아 향긋하게 즐길 수 있는 라떼.	m_ihazlat_caf.png
56	1	0	3900	연유 라떼	321	향기로운 에스프레소 샷, 부드러운 우유 그리고 달콤한 연유가 조화롭게 어우러진 라떼.	m_conlat_caf.png
56	0	0	3500	큐브 라떼	304	연유를 섞은 라떼에 에스프레소를 얼린 커피큐브를 올려, 녹을수록 더 진한 커피가 느껴지는 라떼.	m_iconlat_caf.png
57	1	0	3700	카라멜 마끼아또	244	폼 밀크 속에 진한 에스프레소와 달콤한 카라멜을 가미해 부드럽게 즐기는 커피.	m_carma_caf.png
57	0	0	3700	카라멜 마끼아또	243	폼 밀크 속에 진한 에스프레소와 달콤한 카라멜을 가미해 부드럽게 즐기는 커피.	m_icarma_caf.png
62	1	0	3900	카페 모카	380	초코를 만나 풍부해진 에스프레소와 고소한 우유, 부드러운 휘핑크림까지 더해 달콤하게 즐기는 커피.	m_cafmoc_caf.png
62	0	0	3900	카페 모카	305	초코를 만나 풍부해진 에스프레소와 고소한 우유, 부드러운 휘핑크림까지 더해 달콤하게 즐기는 커피.	m_icafmoc_caf.png
59	1	0	2900	카푸치노	145	에스프레소 위에 올려진 우유 거품, 그리고 시나몬 파우더로 완성한 조화로운 맛의 커피.	m_caff_caf.png
59	0	0	2900	카푸치노	132	에스프레소 위에 올려진 우유 거품, 그리고 시나몬 파우더로 완성한 조화로운 맛의 커피.	m_icaff_caf.png
60	1	0	3500	콜드브루 오리지널	10	차가운 물에 장시간 우려내 깔끔한 목넘김을 느낄 수 있는 콜드브루.	m_colb_caf.png
60	0	0	3500	콜드브루 오리지널	7	차가운 물에 장시간 우려내 깔끔한 목넘김을 느낄 수 있는 콜드브루.	m_icolb_caf.png
60	1	0	4000	콜드브루 라떼	164	콜드브루에 고소한 우유를 섞어, 깔끔함과 부드러움을 잡은 라떼.	m_colblat_caf.png
60	0	0	4000	콜드브루 라떼	167	콜드브루에 고소한 우유를 섞어, 깔끔함과 부드러움을 잡은 라떼.	m_icolblat_caf.png
63	0	0	5000	젤라또 아포카토	155	바닐라 젤라또에 진한 에스프레소를 부어 만든 디저트	m_jelapo_caf.png
64	1	0	2500	녹차	1	고소한 감칠맛과 부드러운 목넘김으로 산뜻하게 마음을 위로하는 국내산 녹차.	m_green_tea.png
64	0	0	2500	녹차	1	고소한 감칠맛과 부드러운 목넘김으로 산뜻하게 마음을 위로하는 국내산 녹차.	m_igreen_tea.png
72	1	0	3500	사과유자차	227	애플티의 향긋함과 유자청의 상큼달콤함을 한컵에 담아낸 과일티.	m_apyuz_tea.png
72	0	0	3500	사과유자차	242	애플티의 향긋함과 유자청의 상큼달콤함을 한컵에 담아낸 과일티.	m_iapyuz_tea.png
67	1	0	2500	얼그레이	1	홍차 특유의 풍부한 플레이버를 만끽할 수 있는 허브티.	m_earlg_tea.png
67	0	0	2500	얼그레이	1	홍차 특유의 풍부한 플레이버를 만끽할 수 있는 허브티.	m_iearlg_tea.png
68	1	0	2500	캐모마일	1	마음을 진정 시켜주는 산뜻한 풀내음을 느낄 수 있는 허브티.	m_camo_tea.png
68	0	0	2500	캐모마일	1	마음을 진정 시켜주는 산뜻한 풀내음을 느낄 수 있는 허브티.	m_icamo_tea.png
69	1	0	2500	페퍼민트	1	멘톨향의 묵직한 청량감, 상쾌한 맛과 향이 인상적인 허브티.	m_pepm_tea.png
69	0	0	2500	페퍼민트	2	멘톨향의 묵직한 청량감, 상쾌한 맛과 향이 인상적인 허브티.	m_ipepm_tea.png
73	1	0	3300	유자차	286	비타민이 가득 든 상큼달콤한 유자를 듬뿍 넣어 향긋한 즐거움을 전하는 과일티.	m_yuz_tea.png
73	0	0	3300	유자차	303	비타민이 가득 든 상큼달콤한 유자를 듬뿍 넣어 향긋한 즐거움을 전하는 과일티.	m_iyuz_tea.png
74	1	0	3300	레몬차	275	상큼한 레몬의 맛과 향을 오롯이 살린 비타민C 가득한 과일티.	m_lemo_tea.png
74	0	0	3300	레몬차	327	상큼한 레몬의 맛과 향을 오롯이 살린 비타민C 가득한 과일티.	m_ilemo_tea.png
75	1	0	3300	자몽차	294	달콤쌉싸름한 자몽의 조화로운 맛을 한 잔 가득 느낄 수 있는 과일티.	m_graf_tea.png
75	0	0	3300	자몽차	297	달콤쌉싸름한 자몽의 조화로운 맛을 한 잔 가득 느낄 수 있는 과일티.	m_igraf_tea.png
76	1	0	3700	허니 자몽 블랙티	302	달콤한 꿀청에 재운 자몽에 홍차의 부드러움을 어우른 상큼한 과일티.	m_hograf_tea.png
76	0	0	3700	허니 자몽 블랙티	265	달콤한 꿀청에 재운 자몽에 홍차의 부드러움을 어우른 상큼한 과일티.	m_ihograf_tea.png
70	0	0	3000	복숭아 아이스티	297	깊은 맛의 홍차와 달콤한 복숭아의 은은한 향이 어우러진 시원한 여름철 인기 음료.	m_peai_tea.png
84	0	0	4500	수박 주스	139	돌아온 여름시즌 베스트셀러! 달달하고 시원한 메가MGC커피 만의 수박주스	m_watm_jui.png
90	0	0	5400	레드오렌지 자몽 주스	205	엄선된 시칠리아 레드오렌지와 자몽이 만난 상큼한 주스에 프로바이오틱스를 더해 건강한 블렌딩 주스	m_reorang_jui.png
85	0	0	4500	샤인 머스캣 그린 주스	218	달콤한 샤인머스캣과 케일이 만난 싱그러운 주스에 칼슘을 더해 건강한 블렌딩 주스	m_shimg_jui.png
86	0	0	4500	딸기 주스	246	상큼한 딸기와 부드러운 바나나가 만나, 새콤달콤한 매력이 살아 있는 과일 음료.	m_str_jui.png
94	1	0	2000	디카페인 에스프레소	6	디카페인으로 만나는 메가MGC커피 에스프레소	m_desp_dcaf.png
94	1	0	2200	디카페인 에스프레소 피에노	99	크림과 코코아 파우더를 올려 부드럽게 즐길 수 있는 디카페인 에스프레소	m_despp_dcaf.png
97	0	1	3000	디카페인 메가리카노	17	메가MGC커피 디카페인 아메리카노를 '960ml' 더 크고 가볍게 즐길 수 있는 대용량 커피	m_dmega_dcaf.png
97	1	0	1500	디카페인 아메리카노	9	향과 풍미 그대로 카페인만을 낮춰 민감한 분들도 안심하고 매일매일 즐길 수 있는 디카페인 커피	m_dame_dcaf.png
97	0	0	2000	디카페인 아메리카노	9	향과 풍미 그대로 카페인만을 낮춰 민감한 분들도 안심하고 매일매일 즐길 수 있는 디카페인 커피	m_idame_dcaf.png
97	1	0	2700	디카페인 꿀 아메리카노	149	디카페인 아메리카노의 묵직한 바디감에 달콤한 사양벌꿀이 소프트하게 어우러진 커피.	m_hoame_dcaf.png
97	0	0	2700	디카페인 꿀 아메리카노	137	디카페인 아메리카노의 묵직한 바디감에 달콤한 사양벌꿀이 소프트하게 어우러진 커피.	m_ihoame_dcaf.png
98	1	0	2700	디카페인 헤이즐넛 아메리카노	84	디카페인 아메리카노에 헤이즐넛의 풍성한 향과 달콤함을 담아 향긋하고 부드럽게 즐기는 커피.	m_dhazame_dcaf.png
98	0	0	2700	디카페인 헤이즐넛 아메리카노	108	디카페인 아메리카노에 헤이즐넛의 풍성한 향과 달콤함을 담아 향긋하고 부드럽게 즐기는 커피.	m_idhazame_dcaf.png
99	1	0	2700	디카페인 바닐라 아메리카노	83	디카페인 아메리카노에 바닐라의 부드러운 향과 달콤함을 조화롭게 담아낸 커피.	m_dvaname_dcaf.png
99	0	0	2700	디카페인 바닐라 아메리카노	107	디카페인 아메리카노에 바닐라의 부드러운 향과 달콤함을 조화롭게 담아낸 커피.	m_idvaname_dcaf.png
100	1	0	2900	디카페인 카페 라떼	178	디카페인 에스프레소와 부드러운 우유가 어우러져 고소한 풍미를 완성한 라떼.	m_dcaflat_dcaf.png
100	0	0	2900	디카페인 카페 라떼	147	디카페인 에스프레소와 부드러운 우유가 어우러져 고소한 풍미를 완성한 라떼.	m_idcaflat_dcaf.png
101	1	0	3400	디카페인 바닐라 라떼	233	디카페인으로 즐기는 바닐라의 짙은 향과 풍부한 폼 밀크의 조화가 인상적인 달콤한 라떼.	m_dvanlat_dcaf.png
101	0	0	3400	디카페인 바닐라 라떼	239	디카페인으로 즐기는 바닐라의 짙은 향과 풍부한 폼 밀크의 조화가 인상적인 달콤한 라떼.	m_idvanlat_dcaf.png
100	1	0	3400	디카페인 헤이즐넛 라떼	240	부드러운 카페라떼에 헤이즐넛의 풍부한 향과 달콤함을 담아 향긋하게 즐길 수 있는 디카페인 라떼.	m_dhazlat_dcaf.png
100	0	0	3400	디카페인 헤이즐넛 라떼	237	부드러운 카페라떼에 헤이즐넛의 풍부한 향과 달콤함을 담아 향긋하게 즐길 수 있는 디카페인 라떼.	m_idhazlat_dcaf.png
102	1	0	3900	디카페인 연유 라떼	301	디카페인 에스프레소 샷, 부드러운 우유 그리고 달콤한 연유가 조화롭게 어우러진 라떼.	m_dcondlat_dcaf.png
100	1	0	3900	디카페인 티라미수 라떼	436	디카페인 에스프레소와 티라미수 소스 & 우유 그리고 풍미를 더해주는 달달한 크림까지 곁들여 완성한 티라미수 라떼.	m_dtiralat_dcaf.png
100	0	0	3900	디카페인 티라미수 라떼	404	디카페인 에스프레소와 티라미수 소스 & 우유 그리고 풍미를 더해주는 달달한 크림까지 곁들여 완성한 티라미수 라떼.	m_idtrialat_dcaf.png
103	1	0	2900	디카페인 카푸치노	152	디카페인 에스프레소와 부드러운 우유가 어우러져 고소한 풍미를 완성한 카푸치노.	m_dcaff_dcaf.png
103	0	0	2900	디카페인 카푸치노	127	디카페인 에스프레소와 부드러운 우유가 어우러져 고소한 풍미를 완성한 카푸치노.	m_idcaff_dcaf.png
104	1	0	3700	디카페인 카라멜 마끼아또	238	폼 밀크 속에 진한 디카페인 에스프레소와 달콤한 카라멜을 가미해 부드럽게 즐기는 커피	m_dcarma_dcaf.png
104	0	0	3700	디카페인 카라멜 마끼아또	232	폼 밀크 속에 진한 디카페인 에스프레소와 달콤한 카라멜을 가미해 부드럽게 즐기는 커피	m_idcarma_dcaf.png
100	1	0	3900	디카페인 카페 모카	430	초코를 만나 풍부해진 디카페인 에스프레소와 고소한 우유, 부드러운 휘핑크림까지 더해 달콤하게 즐기는 커피.	m_dcafmo_dcaf.png
100	0	0	3900	디카페인 카페 모카	319	초코를 만나 풍부해진 디카페인 에스프레소와 고소한 우유, 부드러운 휘핑크림까지 더해 달콤하게 즐기는 커피.	m_idcafmo_dcaf.png
106	1	0	3500	콜드브루 디카페인	9	카페인을 줄였지만, 원두 본연의 향미를 풍부하게 살려 맛을 잡은 디카페인 콜드브루.	m_dcolb_dcaf.png
106	0	0	3500	콜드브루 디카페인	7	카페인을 줄였지만, 원두 본연의 향미를 풍부하게 살려 맛을 잡은 디카페인 콜드브루.	m_idcolb_dcaf.png
106	1	0	4000	콜드브루 디카페인 라떼	153	우유와 만나 부드럽고 고소한 풍미가 더해진 콜드브루 디카페인 라떼.	m_dcolblat_dcaf.png
106	0	0	4000	콜드브루 디카페인 라떼	140	우유와 만나 부드럽고 고소한 풍미가 더해진 콜드브루 디카페인 라떼.	m_idcolblat_dcaf.png
95	0	0	5000	디카페인 젤라또 아포카토	162	바닐라 젤라또에 진한 디카페인 에스프레소를 부어 만든 디저트	m_djellapo_dcaf.png
111	1	1	3800	메가초코	507	부드러운 우유에 진한 초코소스, 달콤한 휘핑크림의 삼박자 조화로 완성한 달콤 초코 음료.	m_mgcho_etc.png
111	0	1	3800	메가초코	397	부드러운 우유에 진한 초코소스, 달콤한 휘핑크림의 삼박자 조화로 완성한 달콤 초코 음료.	m_imgcho_etc.png
113	0	0	3900	오레오 초코 라떼	485	진한 초코와 리얼 오레오를 블렌딩해 씹는 맛을 더한 달콤한 아이스 라떼.	m_orocho_etc.png
112	1	0	3500	핫초코	374	부드러운 우유에 진한 초코소스가 어우러져 달콤하게 입맛을 깨우는 초콜릿 음료.	m_hcho_etc.png
111	0	0	3500	아이스 초코	308	부드러운 우유에 진한 초코소스가 어우러져 달콤하게 입맛을 깨우는 초콜릿 음료.	m_icho_etc.png
118	0	0	3700	딸기 라떼	366	산뜻하고 달콤한 딸기가 부드러운 우유와 어우러져 더욱 기분 좋게 즐기는 아이스 라떼.	m_str_etc.png
117	1	0	3500	고구마 라떼	310	달콤하고 고소한 고구마와 부드러운 우유가 만나 누구나 즐기기 좋은 든든한 라떼.	m_swpo_etc.png
117	0	0	3500	고구마 라떼	248	달콤하고 고소한 고구마와 부드러운 우유가 만나 누구나 즐기기 좋은 든든한 라떼.	m_iswpo_etc.png
108	1	0	3000	곡물 라떼	389	우유에 곡물을 더해 고소하고 든든하게 즐기는 라떼.	m_cokm_etc.png
108	0	0	3000	곡물 라떼	390	우유에 곡물을 더해 고소하고 든든하게 즐기는 라떼.	m_icokm_etc.png
116	1	0	3800	토피넛 라떼	368	은은하게 퍼지는 카라멜의 달달한 향기와 견과의 고소함을 한입에 즐길 수 있는 라떼.	m_tofflar_etc.png
116	0	0	3800	토피넛 라떼	364	은은하게 퍼지는 카라멜의 달달한 향기와 견과의 고소함을 한입에 즐길 수 있는 라떼.	m_itofflar_etc.png
115	1	0	3500	녹차 라떼	280	향긋한 녹차에 우유를 더해 입 안에 부드러운 푸릇함을 선물하는 라떼.	m_gree_etc.png
115	0	0	3500	녹차 라떼	288	향긋한 녹차에 우유를 더해 입 안에 부드러운 푸릇함을 선물하는 라떼.	m_igree_etc.png
110	0	0	3300	흑당 라떼	322	모리셔스의 진한 흑당과 부드러운 우유가 달콤하게 조화를 이루는 라떼.	m_bslat_etc.png
110	0	0	3700	흑당버블 라떼	320	모리셔스의 진한 흑당과 부드러운 우유가 달콤한 조화에 흑당 버블을 함께 즐기는 라떼.	m_bsbublat_etc.png
220	0	1	2500	아이스와앙모찌-고흥유자	165	상큼한 고흥유자 필링에 쫀득한 떡을 감싸 만든 시원한 여름 한정 아이스와앙모찌	m_iwamy_ic.png
235	0	1	2500	아이스와앙모찌-팥빙수	160	달달한 연유와 빙수크림을 쫀득한 떡으로 감싸 만든 시원한 여름 한정 아이스와앙모찌	m_iwamp_ic.png
173	1	0	4500	오트밀 팬케이크	400	건강한 오트밀가루로 만든 팬케이크에 달콤한 메이플 시럽과 프레지덩 버터, 쥬에그 과일잼이 더해진 팬케이크	m_otp_ca.png
176	1	0	4500	티리미수 팬케이크	600	에스프레소의 향이 느껴지는 달콤한 팬케이크에 크리미한 크림이 가득 올라간 부드러운 티라미수 팬케이크	m_tirap_ca.png
138	0	1	5300	첨벙첨벙 간식 꾸러미	409	핫도그 보물섬을 찾아서 생크림 오믈렛 파도를 헤엄치는 커스타드맛 상어로 구성 된 여름 간식 꾸러미	m_chmb_br.png
216	1	0	4400	미트파이	375	풍미 가득한 치즈와 바비큐 소스로 맛을 낸 소고기를 듬뿍 담은 미트파이	m_mitp_pi.png
140	0	0	3500	버터버터 소금빵	337	고소한 프랑스산 프레지덩 버터를 듬뿍넣어 더 부드럽고 짭쪼롬하게 즐길 수 있는 베이커리 메뉴	m_busal_br.png
135	0	0	3500	크루아상	198	바삭하고 부드러운 식감에 고소한 버터향을 가득 담은 베이커리 메뉴.	m_cro_br.png
126	1	0	5400	마르게리타 피자	360	이탈리아산 듀럼밀을 사용한 쫄깃한 도우에 토마토소스, 모짜렐라 치즈 바질을 더해 든든하게 만든 풍미가득 마르게리타 피자	m_mrgp_br.png
126	1	0	5100	허니버터 피자	500	이탈리아산 듀럼밀을 사용한 쫄깃한 도우에 버터, 모짜렐라 치즈, 꿀을 더해 든든하게 만든 단짠단짠 허니버터 피자	m_hobup_br.png
258	0	0	2900	그래놀라 스모어 쿠키	542	그래놀라가 콕콕 박힌 통곡물 쿠키에 달콤하게 구운 마시멜로우가 만나 더욱 건강한 쿠키	m_gsmo_ck.png
260	0	0	2900	말차 스모어 쿠키	583	화이트 초코칩이 가득 박힌 말차 쿠키에 달콤하게 구운 마시멜로우를 얹어 달콤쌉싸름한 매력을 간직한 쿠키.	m_mals_ck.png
258	0	0	2900	초코 스모어 쿠키	578	초코칩이 콕콕 박힌 촉촉한 초코 쿠키에 달콤하게 구운 마시멜로우가 만나 더 진한 초코 맛 쿠키.	m_chos_ck.png
272	0	0	1800	마카다미아 쿠키	318	고소한 마카다미아를 넣어 만든 메가MGC커피 시그니처 쿠키.	m_maca_ck.png
258	0	0	1800	초콜릿칩 쿠키	319	진한 초콜릿칩을 넣어 만든 메가MGC커피 시그니처 쿠키.	m_chop_ck.png
283	0	0	2500	플레인 크로플	252	버터풍미가 가득한 크루와상의 바삭함과 와플의 부드러움을 합친 겉바속촉 베이커리 메뉴.	m_plcro_br.png
220	0	0	3500	아이스크림 크로플	309	따뜻하고 바삭한 크로플 위에 차갑고 달콤한 바닐라 아이스크림을 올려 만든 매력적인 베이커리 메뉴.	m_icro_br.png
220	0	0	2400	아이스허니와앙슈	200	꿀을 섞은 크림을 바삭한 쿠키슈 안에 넣어, 건강하고 맛있게 완성한 디저트.	m_ihowasu_ic.png
142	1	0	3800	크로크무슈	591	고소한 식빵 사이에 햄과 치즈를 샌드하고, 빵 윗면에 멜팅치즈를 토핑해 든든한 한끼를 선물하는 샌드위치.	m_crocm_br.png
171	0	0	4900	몽쉘케이크	383	진하고 폭신한 초콜릿 스펀지 사이에 부드러운 생크림이 듬뿍 들어간 몽쉘 케이크.	m_mosell_ca.png
144	0	0	1900	햄앤치즈샌드	211	햄과 치즈의 조화로운 한끼를 만끽할 수 있는 메가커피 샌드위치.	m_hnche_ca.png
178	0	0	3300	치즈 케익	272	진한 치즈의 맛을 달콤하고 부드럽게 느낄 수 있는 케이크.	m_che_ca.png
195	0	0	3300	초코무스 케익	376	달콤한 초콜릿 본연의 맛을 더 진하게 느낄 수 있는 케이크.	m_chomu_ca.png
176	0	0	3300	티라미수 케익	263	부드러운 치즈 맛과 코코아의 조화로운 향으로 호불호 없이 즐기는 케이크.	m_tira_ca.png
