소재지전화	소재지면적	소재지전체주소	도로명전체주소	사업장명	좌표정보(x)	좌표정보(y)	매장구분ID	매장사진	법정동코드
	51.3	서울특별시 강동구 성내동 563-4 태영빌	서울특별시 강동구 성안로3길 80, 101호 (성내동, 태영빌)	킹콩카페	37.527358816350535	127.12273185760768	697	p_congcafe.jpg	1174010800.0
		대구광역시 중구 동성로3가 0066-0014 1층	대구광역시 중구 중앙대로 380, 1층 (동성로3가)	마실커피 동성로점	35.86690028887836	128.59076266437586	143	f_masil.jpg	2711011900.0
	73.51	서울특별시 영등포구 당산동3가 454	서울특별시 영등포구 당산로27길 22-1, 1층 (당산동3가)	커피 키위(Coffee kiwi)	37.525391502088304	126.89116487180502	0	0_guhwang_gae.jpg	1156011300.0
	14.0	경기도 수원시 영통구 매탄동 101-42	경기도 수원시 영통구 매여울로52번길 18, 1층 (매탄동)	봉명동내커피	37.272923195594004	127.04273715615948	59	f_bongmyung.jpg	4111710100.0
031388 1110		경기도 군포시 산본동 1026-10 금정삼성쉐르빌 1층 142호	경기도 군포시 공단로 356-54, 금정삼성쉐르빌 1층 142호 (산본동)	Whale(웨일) 커피앤보틀샵	37.3739861100429	126.9406862296258	0	0_5to7_gae.jpg	4141010400.0
	53.0	충청남도 천안시 서북구 두정동 2063 e편한세상 두정3차	충청남도 천안시 서북구 북일로 21, 상가동 1층 103호 (두정동, e편한세상 두정3차)	빽다방천안두정대림포레나점	36.831957865170295	127.15248163173571	5	f_paiks.jpg	4413310400.0
	28.43	대구광역시 수성구 범어동 166-12 1층 A동	대구광역시 수성구 달구벌대로489길 64, A동 1층 (범어동)	도어룸나인커피(Doorroomninecoffee)	35.85966707305026	128.6309104305591	0	0_kyeri_gae.jpg	2726010100.0
044 272 8279	50.54	세종특별자치시 나성동 741 새롬씨티	세종특별자치시 한누리대로 273, 새롬씨티 1층 102호 (나성동)	THE더맛있는과일&1리터커피 세종나성점	36.48848337577717	127.25360671722247	0	0_milli_gae.jpg	3611010700.0
	12.48	서울특별시 종로구 필운동 55-1	서울특별시 종로구 필운대로1길 17, 1층 (필운동)	에스알이 커피룸(sRe coffeeroom)	37.577604204469495	126.9655500677248	0	0_blanc_gae.jpg	1111011300.0
02 4862468	35.93	서울특별시 성동구 금호동4가 1553 힐스테이트 서울숲리버	서울특별시 성동구 금호로 40, 상가동 지2층 2호 (금호동4가, 힐스테이트 서울숲리버)	커스텀커피 금호점	37.54680352412764	127.02367508948362	62	f_kustom.jpg	1120011200.0
	46.45	충청북도 청주시 청원구 오창읍 주성리 532 101호	충청북도 청주시 청원구 오창읍 주성2길 9-5, 101호	인아커피	36.73658826992108	127.45212060376093	0	0_some_gae.jpg	4311425300.0
	76.44	서울특별시 강남구 논현동 113-17	서울특별시 강남구 언주로134길 25, 지상2층 (논현동)	오브젝티브 커피 로스터스	37.517055873306795	127.0347609909523	0	0_onsil_gae.jpg	1168010800.0
	93.29	경기도 양주시 은현면 운암리 341-3 1층일부	경기도 양주시 은현면 운하로101번길 210, 1층일부	1529,남스커피	37.88711800067155	127.00347322132424	0	0_tou_gae.jpg	4163031000.0
	36.0	경상남도 양산시 물금읍 가촌리 1297 나래센트럴파크	경상남도 양산시 물금읍 야리2길 9, 나래센트럴파크 141호	복고다방 증산점	35.31083569500247	129.00358239759785	83	f_boggo.jpg	4833025300.0
	53.58	경상북도 구미시 봉곡동 281-9	경상북도 구미시 봉곡남로13길 7, 1층 (봉곡동)	벤스커피	36.14951729910159	128.30801070401077	0	0_oneul_gae.jpg	4719010400.0
	26.4	서울특별시 서초구 서초동 1544-12 대성빌딩 102호	서울특별시 서초구 반포대로22길 7, 대성빌딩 102호 (서초동)	제너러스커피	37.48881760205188	127.00696416341081	0	0_sam_gae.jpg	1165010800.0
	47.42	충청북도 청주시 상당구 용정동 473	충청북도 청주시 상당구 1순환로1594번길 59, 2층 (용정동)	블루베리커피	36.635789853742274	127.51505997301852	0	0_some_gae.jpg	4311112500.0
		대구광역시 중구 봉산동 0064-0001 1층	대구광역시 중구 명륜로23길 56, 1층 (봉산동)	버미커피	35.862505402021036	128.59268135524633	0	0_regou_gae.jpg	2711010800.0
	38.22	경기도 수원시 영통구 이의동 1336 힐스테이트광교중앙역 108호	경기도 수원시 영통구 도청로18번길 26, 힐스테이트광교중앙역 1층 108호 (이의동)	그라츠커피랩 광교중앙역점	37.28760302524259	127.05402814515297	707	p_graz.jpg	4111710300.0
